med_name,med_code,image_url,price,dosage_form,active_ingredient,unit,stock_quantity,is_active
Vitamin E Sadipha,MED-00363,https://trungtamthuoc.com/images/products/130x130/vitamin-e-sadipha-2-r7467.jpg,239442,Viên nang mềm,Vitamin E (Alpha Tocopherol),hộp,47,true
Hebora Platinum Youth Drink,MED-00364,https://trungtamthuoc.com/images/products/130x130/hebora-platinum-youth-drink-1-d1271.jpg,104419,Dung dịch,Coenzym Q10 (Ubidecarenone),hộp,140,true
Viên Uống Đẹp Da Collagen Maca - Saffron,MED-00365,https://trungtamthuoc.com/images/products/130x130/vien-uong-dep-da-collagen-maca-saffron-1-g2773.jpg,250178,Viên,"Acid Alpha Lipoic (ALA; Acid Thioctic), Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, L-Glutathione, Vitamin E (Alpha Tocopherol), L-Cystine, Acid hyaluronic",hộp,102,true
Astaxanthin & Omega 3 3C Pharma,MED-00366,https://trungtamthuoc.com/images/products/130x130/astaxanthin-omega-3-2-n5142.jpg,135676,Viên nang mềm,"Vitamin E (Alpha Tocopherol), Astaxanthin",hộp,100,true
"Scaporis 0,005%",MED-00367,https://trungtamthuoc.com/images/products/130x130/thuoc-scaporis-0005-e1435.jpg,205044,Dung dịch,Calcipotriol,hộp,97,true
Nyoko Collagen,MED-00368,https://trungtamthuoc.com/images/products/130x130/nyoko-collagen-1-h3285.jpg,295564,Viên sủi,"Collagen, Glutathione, Vitamin C (Acid Ascorbic), Acid hyaluronic",hộp,53,true
Sum White Gold,MED-00369,https://trungtamthuoc.com/images/products/130x130/sum-white-gold-3-n5630.jpg,284142,Viên nang cứng,"Collagen, Kẽm, L-Ornithine L-Aspartate, L-Glutathione, Vitamin B1 (Thiamine), Vitamin B2 (Riboflavin), Vitamin C (Acid Ascorbic)",hộp,41,true
Stourthion,MED-00370,https://trungtamthuoc.com/images/products/130x130/stourthion-1-k4160.jpg,266050,Viên nang,"Beta Glucan, Coenzym Q10 (Ubidecarenone), Glutathione",hộp,105,true
Mia-Plaster 40%,MED-00371,https://trungtamthuoc.com/images/products/130x130/mia-plaster-40-i3600.jpg,145623,Miếng dán ngoài da,"Acid Salicylic (BHA), Glycerol (Glycerin), Lanolin, Vaseline",hộp,49,true
BV Fuberat,MED-00372,https://trungtamthuoc.com/images/products/130x130/thuoc-bv-fuberat-g2260.jpg,226464,Kem bôi ngoài da,"Acid Fusidic, Betamethason",hộp,60,true
"Makeeight 0,1%",MED-00373,https://trungtamthuoc.com/images/products/130x130/makeeight-0-1-7-u8232.jpg,131749,Kem bôi ngoài da,Tyrothricin,hộp,45,true
"Tyropali Gel 0,1%",MED-00374,https://trungtamthuoc.com/images/products/130x130/tyropali-gel-0-1-6-l4022.jpg,158054,Gel bôi da,"Ethanol, Tyrothricin",hộp,144,true
Ibokorori Nhật Bản 10ml,MED-00375,https://trungtamthuoc.com/images/products/130x130/ibokorori-nhat-ban-10ml-1-v8141.jpg,296682,Dung dịch bôi ngoài da,Acid Salicylic (BHA),hộp,129,true
"Korkgsv 0,05%",MED-00376,https://trungtamthuoc.com/images/products/130x130/korkgsv-0-05-3-p6585.jpg,224401,Gel bôi da,"Ethanol, Isotretinoin",hộp,10,true
Benadyl Gel 2%,MED-00377,https://trungtamthuoc.com/images/products/130x130/benadyl-gel-2-8-m4370.jpg,132695,Gel bôi da,"Diphenhydramin, Glycerol (Glycerin), Natri Hyaluronate, Vitamin E (Alpha Tocopherol), Camphor",hộp,27,true
Eraxil 10%,MED-00378,https://trungtamthuoc.com/images/products/130x130/eraxil-10-8-v8760.jpg,160988,Kem bôi da,"Crotamiton, Vaseline",hộp,10,true
Terbisil 1% Cream,MED-00379,https://trungtamthuoc.com/images/products/130x130/terbisil-1-cream-u8504.jpg,243124,Kem bôi da,"Terbinafine, Natri Hydroxyd",hộp,175,true
Viên White Skin Hoa Bảo,MED-00380,https://trungtamthuoc.com/images/products/130x130/vien-white-skin-hoa-bao-k4736.jpg,288640,Viên,"Collagen, L-Glutathione, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Vitamin E (Alpha Tocopherol), Acid hyaluronic",hộp,186,true
Loturocin 2%,MED-00381,https://trungtamthuoc.com/images/products/130x130/thuoc-loturocin-2-f2281.jpg,181642,Thuốc mỡ bôi da,Mupirocin,hộp,113,true
Ktira NMN,MED-00382,https://trungtamthuoc.com/images/products/130x130/ktira-nmn-2-a0712.jpg,197842,Viên,Nicotinamide mononucleotide (NMN),hộp,95,true
Ginlady Collagen+,MED-00383,https://trungtamthuoc.com/images/products/130x130/ginlady-collagen-2-g2457.jpg,175988,Viên,"Collagen, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), Astaxanthin",hộp,49,true
Nolecmo 1%,MED-00384,https://trungtamthuoc.com/images/products/130x130/nolecmo-1-5-b0880.jpg,251415,Kem bôi da,Ciclopirox (Ciclopiroxolamin),hộp,21,true
Lawanee 20mg,MED-00385,https://trungtamthuoc.com/images/products/130x130/lawanee-20mg-1-s7444.jpg,148021,Viên nang mềm,"Glycerol (Glycerin), Isotretinoin, Sorbitol",hộp,102,true
Viên Tố Nữ Ado Prime,MED-00386,https://trungtamthuoc.com/images/products/130x130/ado-prime-2-h2621.jpg,261034,Viên,"Collagen, Isoflavone, Vitamin E (Alpha Tocopherol), Zinc Gluconate (Kẽm Gluconat), L-Cystine, Acid hyaluronic",hộp,141,true
M.I.N Collagen,MED-00387,https://trungtamthuoc.com/images/products/130x130/m-i-n-collagen-4-t8788.jpg,246389,Viên nang mềm,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, Isoflavone, Retinol (Vitamin A), Vitamin E (Alpha Tocopherol), Zinc Gluconate (Kẽm Gluconat), L-Cystine, Pregnenolone",hộp,84,true
Viên sáng da Ado Glutathion,MED-00388,https://trungtamthuoc.com/images/products/130x130/vien-sang-da-ado-glutathion-2-b0757.jpg,148307,Viên,"Collagen, Glutathione, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Kẽm Oxyd (Zinc Oxide), L-Cystine, Astaxanthin",hộp,35,true
Tacroderma 0.1% Ointment,MED-00389,https://trungtamthuoc.com/images/products/130x130/tacroderma-01-ointment-1-u8338.jpg,222771,Thuốc mỡ bôi ngoài da,Tacrolimus,hộp,173,true
Uni Skin Glutathion 500,MED-00390,https://trungtamthuoc.com/images/products/130x130/uni-skin-glutathion-500-2-s7620.jpg,172143,Viên nén bao phim,"Collagen, Glutathione, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Kẽm Oxyd (Zinc Oxide), L-Cystine, Astaxanthin",hộp,73,true
Derilaxan,MED-00391,https://trungtamthuoc.com/images/products/130x130/derilaxan-1-o6472.jpg,173648,Gel bôi da,"Benzoyl Peroxide, Clindamycin, Glycerol (Glycerin), Natri Hydroxyd",hộp,18,true
Luvitex,MED-00392,https://trungtamthuoc.com/images/products/130x130/luvitex-5-r7503.jpg,162923,Viên nén,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Kẽm, L-Glutathione, Vitamin C (Acid Ascorbic), Vitamin D3 (Cholecalciferol, Calcitriol), Vitamin E (Alpha Tocopherol), Inositol (Vitamin B8), Selen",hộp,161,true
"Allucot 0,025%",MED-00393,https://trungtamthuoc.com/images/products/130x130/thuoc-allucot-0025-k4373.jpg,163321,Kem bôi ngoài da,Fluocinolone,hộp,27,true
Collagen Skin Eva,MED-00394,https://trungtamthuoc.com/images/products/130x130/collagen-skin-eva-1-g2477.jpg,217330,Viên nang mềm,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, Glutathione, Nano Curcumin, Vitamin E (Alpha Tocopherol), Zinc Gluconate (Kẽm Gluconat), L-Cystine",hộp,119,true
Micormeyer Cream,MED-00395,https://trungtamthuoc.com/images/products/130x130/thuoc-micormeyer-cream-n5367.jpg,102677,Kem bôi da,"Hydrocortisone, Miconazole",hộp,34,true
"Triamlonmeyer Cream 0,1%",MED-00396,https://trungtamthuoc.com/images/products/130x130/thuoc-triamlonmeyer-cream-01-c1887.jpg,135474,Kem bôi da,Triamcinolone,hộp,63,true
Vitamin E Ava Beauty,MED-00397,https://trungtamthuoc.com/images/products/130x130/vitamin-e-ava-beauty-1-q6202.jpg,250270,Viên nang,Vitamin E (Alpha Tocopherol),hộp,140,true
Fusept Cream 2%,MED-00398,https://trungtamthuoc.com/images/products/130x130/thuoc-fusept-cream-2-c1145.jpg,199464,Kem bôi da,Acid Fusidic,hộp,154,true
"Tyrogel 0,1%",MED-00399,https://trungtamthuoc.com/images/products/130x130/thuoc-tyrogel-01-p6353.jpg,256375,Gel bôi da,Tyrothricin,hộp,155,true
"A.T Calcipotriol 0,005%",MED-00400,https://trungtamthuoc.com/images/products/130x130/thuoc-a-t-calcipotriol-0005-h3711.jpg,208286,Thuốc mỡ bôi da,Calcipotriol,hộp,44,true
"Flucinan 0,025%",MED-00401,https://trungtamthuoc.com/images/products/130x130/thuoc-flucinan-0025-q6113.jpg,108075,Thuốc mỡ dùng ngoài da,Fluocinolone,hộp,153,true
"Meyercort 0,025%",MED-00402,https://trungtamthuoc.com/images/products/130x130/meyercort-0-025-3-f2768.jpg,228677,Kem bôi da,Fluocinolone,hộp,20,true
"Acy Vshine 5,0%",MED-00403,https://trungtamthuoc.com/images/products/130x130/acy-vshine-7-c1141.jpg,209457,Thuốc kem,Aciclovir (Acyclovir),hộp,174,true
Mamori DHA & EPA,MED-00404,https://trungtamthuoc.com/images/products/130x130/mamori-dha-epa-1-u8850.jpg,218844,Viên nang mềm,"Vitamin E (Alpha Tocopherol), Axit Eicosapentaenoic (EPA) , DHA (Acid Docosahexaenoic)",hộp,25,true
SK-Letco Collagen,MED-00405,https://trungtamthuoc.com/images/products/130x130/sk-letco-collagen-5-m5111.jpg,107921,Viên nang mềm,"Collagen , Glutathione , Vitamin E (Alpha Tocopherol) , Zinc Gluconate (Kẽm Gluconat) , L-Cystine",hộp,27,true
Collagen L-Cystine Sâm Tố Nữ - Cần Tây,MED-00406,https://trungtamthuoc.com/images/products/130x130/collagen-l-cystine-sam-to-nu-can-tay-1-t8713.jpg,187192,Viên nang cứng,"Collagen, Isoflavone, L-Glutathione, Vitamin E (Alpha Tocopherol), L-Cystine",hộp,74,true
E Đỏ Kingphar,MED-00407,https://trungtamthuoc.com/images/products/130x130/e-do-kingphar-1-t7863.jpg,180373,Viên nang mềm,Vitamin E (Alpha Tocopherol),hộp,180,true
Nature UVSun,MED-00408,https://trungtamthuoc.com/images/products/130x130/nature-uvsun-1-v8154.jpg,234902,Viên nang cứng,"Glutathione, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Vitamin B2 (Riboflavin), Vitamin C (Acid Ascorbic), Acid hyaluronic",hộp,145,true
NP Nano Collagen E,MED-00409,https://trungtamthuoc.com/images/products/130x130/np-nano-collagen-e-1-o6200.jpg,281953,Viên,"Collagen, Vitamin E (Alpha Tocopherol), L-Cystine, Elastin, Acid hyaluronic",hộp,191,true
Louixa,MED-00410,https://trungtamthuoc.com/images/products/130x130/louixa-4-n5673.jpg,140126,Viên nang mềm,Vitamin E (Alpha Tocopherol),hộp,35,true
Natural White Plus,MED-00411,https://trungtamthuoc.com/images/products/130x130/natural-white-plus-1-r6681.jpg,166339,Viên nang,"Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Vitamin C (Acid Ascorbic), L-Cystine, Acid hyaluronic",hộp,151,true
Bifudin H,MED-00412,https://trungtamthuoc.com/images/products/130x130/thuoc-bifudin-h-c0406.jpg,228461,Kem,"Acid Fusidic, Hydrocortisone",hộp,150,true
Pearl Whitening,MED-00413,https://trungtamthuoc.com/images/products/130x130/pearl-whitening-2-s7377.jpg,162597,Viên nang cứng,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), L-Glutathione, Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), L-Cystine, Astaxanthin",hộp,58,true
Samjin Vitamin E Nature,MED-00414,https://trungtamthuoc.com/images/products/130x130/samjin-vitamin-e-nature-1-c1208.jpg,215815,Viên nang mềm,Vitamin E (Alpha Tocopherol),hộp,130,true
Viên uống Vitamin E Red Beauty 400mg,MED-00415,https://trungtamthuoc.com/images/products/130x130/red-beauty-400mg-2-e1584.jpg,131793,Viên nang mềm,Vitamin E (Alpha Tocopherol),hộp,94,true
Trafudic 2%,MED-00416,https://trungtamthuoc.com/images/products/130x130/thuoc-trafudic-2-p6840.jpg,123557,Kem bôi da,Acid Fusidic,hộp,105,true
Drnano Royal,MED-00417,https://trungtamthuoc.com/images/products/130x130/drnano-royal-5-s7167.jpg,255772,Viên nang cứng,"Acid Alpha Lipoic (ALA; Acid Thioctic), Collagen, L-Glutathione, Nano Curcumin, L-Carnitine (Levocarnitine tartrate)",hộp,28,true
Towders Spray+ 100ml,MED-00418,https://trungtamthuoc.com/images/products/130x130/towders-spray-cong-3-q6701.jpg,250124,Dung dịch xịt,"Ethanol, Glycerol (Glycerin)",hộp,182,true
Pro Skin Royal Care,MED-00419,https://trungtamthuoc.com/images/products/130x130/pro-skin-royal-care-6-m5062.jpg,128500,Viên,"Collagen, L-Glutathione, Vitamin E (Alpha Tocopherol), Lysine, Zinc Gluconate (Kẽm Gluconat), Selen",hộp,96,true
Santafa Vitamin E,MED-00420,https://trungtamthuoc.com/images/products/130x130/santafa-vitamin-e-1-j3584.jpg,293759,Viên nang,Vitamin E (Alpha Tocopherol),hộp,123,true
Rebirth life Platinum royal jelly 1000mg,MED-00421,https://trungtamthuoc.com/images/products/130x130/rebirth-life-platinum-royal-jelly-1000mg-1-v8327.jpg,293477,Viên nang,,hộp,34,true
Bladen-F,MED-00422,https://trungtamthuoc.com/images/products/130x130/thuoc-bladen-f-v8521.jpg,269560,Kem bôi da,"Acid Fusidic, Betamethason",hộp,164,true
Thanh Nhiệt Mát Gan DongA,MED-00423,https://trungtamthuoc.com/images/products/130x130/thanh-nhiet-mat-gan-donga-1-u8634.jpg,160660,Dung dịch,,hộp,200,true
Fobe Omega7,MED-00424,https://trungtamthuoc.com/images/products/130x130/fobe-omega7-1-o6046.jpg,277099,Viên nang mềm,"Omega 3 (Acid Eicosapentaenoic), Vitamin E (Alpha Tocopherol), Beta-carotene, Omega 6, Omega 9",hộp,44,true
WomenSense RxOmega-3 Fish Oil with Evening Primrose and Flaxseed,MED-00425,https://trungtamthuoc.com/images/products/130x130/womensense-rxomega-3-fish-oil-with-evening-primrose-and-flaxseed-v8630.jpg,226650,Viên nang mềm,"Vitamin E (Alpha Tocopherol), Axit Eicosapentaenoic (EPA) , DHA (Acid Docosahexaenoic), α-Linolenic acid (ALA), Linoleic Acid",lọ,197,true
Placenta 82X 450000 Sakura Premium,MED-00426,https://trungtamthuoc.com/images/products/130x130/placenta-82x-450000-sakura-premium-1-u8111.jpg,251390,Dung dịch,"Coenzym Q10 (Ubidecarenone), Collagen, Vitamin B1 (Thiamine), Vitamin B2 (Riboflavin), Vitamin B6 (Pyridoxine hydrochloride), Vitamin D (Alfacalcidol), Vitamin E (Alpha Tocopherol), Elastin, Acid hyaluronic, Proteoglycans",hộp,79,true
Viên uống Vitamin E Đỏ TMP,MED-00427,https://trungtamthuoc.com/images/products/130x130/vien-uong-vitamin-e-do-tmp-1-j4234.jpg,221082,Viên,Vitamin E (Alpha Tocopherol),hộp,43,true
"Tatopic 0,1% CPC1 Hà Nội",MED-00428,https://trungtamthuoc.com/images/products/130x130/tatopic-0-1-cpc1-ha-noi-1-o6576.jpg,128883,Thuốc mỡ bôi da,Tacrolimus,hộp,111,true
Lux E,MED-00429,https://trungtamthuoc.com/images/products/130x130/lux-e-2-f2750.jpg,103787,Viên nang mềm,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Coenzym Q10 (Ubidecarenone), Vitamin E (Alpha Tocopherol)",hộp,123,true
OBH Sáng Đẹp Da,MED-00430,https://trungtamthuoc.com/images/products/130x130/obh-sang-dep-da-2-n5262.jpg,284039,Viên nang mềm,"Acid Alpha Lipoic (ALA; Acid Thioctic), Collagen, L-Glutathione, Nano Curcumin, Vitamin C (Acid Ascorbic), Astaxanthin",hộp,38,true
Healthy Care Cod Liver Oil 1000mg,MED-00431,https://trungtamthuoc.com/images/products/130x130/healthy-care-cod-liver-oil-1000mg-t8143.jpg,109031,Viên nang mềm,"Retinol (Vitamin A), Vitamin D3 (Cholecalciferol, Calcitriol)",hộp,80,true
Healthy Care Emu Heat Oil 100ml,MED-00432,https://trungtamthuoc.com/images/products/130x130/healthy-care-emu-heat-oil-h3356.jpg,270309,Dầu xoa,Methyl Salicylate,hộp,170,true
Beauty Love,MED-00433,https://trungtamthuoc.com/images/products/130x130/beauty-love-1-m5721.jpg,297171,Viên nang,"Acid Alpha Lipoic (ALA; Acid Thioctic), Collagen, Glutathione, Isoflavone, Astaxanthin, Pregnenolone",hộp,188,true
Enatuse Gold,MED-00434,https://trungtamthuoc.com/images/products/130x130/enatuse-gold-1-k4353.jpg,192364,Viên nang mềm,Vitamin E (Alpha Tocopherol),hộp,182,true
Thiên Phục Liễu Plus,MED-00435,https://trungtamthuoc.com/images/products/130x130/thien-phuc-lieu-plus-1-v8477.jpg,296892,Viên nén,,hộp,186,true
Collagen Bách Hợp,MED-00436,https://trungtamthuoc.com/images/products/130x130/collagen-bach-hop-1-i3240.jpg,123896,Viên nang cứng,"Collagen, Vitamin E (Alpha Tocopherol)",hộp,51,true
Evimas 400IU Medstand,MED-00437,https://trungtamthuoc.com/images/products/130x130/evimas-400iu-medstand-1-k4214.jpg,163211,Viên nang mềm,Vitamin E (Alpha Tocopherol),hộp,104,true
Viên ngậm ÉloGlutathion 365,MED-00438,https://trungtamthuoc.com/images/products/130x130/vien-ngam-eloglutathion-365-1-v8610.jpg,198469,Viên ngậm,"L-Glutathione, Vitamin C (Acid Ascorbic), Nicotinamide mononucleotide (NMN)",hộp,73,true
Amfagold E-Natural,MED-00439,https://trungtamthuoc.com/images/products/130x130/amfagold-e-natural-1-d1224.jpg,267470,Viên nang mềm,Vitamin E (Alpha Tocopherol),hộp,112,true
Estro Queen Gold,MED-00440,https://trungtamthuoc.com/images/products/130x130/estro-queen-gold-3-s7867.jpg,270983,Viên nang mềm,"Arginine, Coenzym Q10 (Ubidecarenone), Collagen, Lutein (Xanthophyll), Vitamin E (Alpha Tocopherol), Zeaxanthin, Pregnenolone",hộp,181,true
Biotin Collagen 30,MED-00441,https://trungtamthuoc.com/images/products/130x130/biotin-collagen-30-1-o5067.jpg,144139,Viên nén,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen",hộp,159,true
Vietlife Skincare Nano,MED-00442,https://trungtamthuoc.com/images/products/130x130/vietlife-skincare-nano-1-p6446.jpg,135061,Gel,"Nano Curcumin, Rutin",hộp,66,true
Bảo Xuân skin Collagen Saffron,MED-00443,https://trungtamthuoc.com/images/products/130x130/bao-xuan-skin-collagen-saffron-1-g2327.jpg,263182,Dung dịch uống,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, L-Glutathione, Vitamin C (Acid Ascorbic), Zinc Gluconate (Kẽm Gluconat), Acid hyaluronic",hộp,15,true
E Đỏ Vshine,MED-00444,https://trungtamthuoc.com/images/products/130x130/e-do-vhsine-6-n5235.jpg,203481,Viên nang mềm,Vitamin E (Alpha Tocopherol),hộp,149,true
Clevie Oilcare,MED-00445,https://trungtamthuoc.com/images/products/130x130/clevie-oilcare-2-e1403.jpg,240685,Viên nang cứng,"Acid Folic (Vitamin B9), Biotin (Vitamin H, Vitamin B7, Vitamin B8), Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Retinol (Vitamin A), Vitamin B1 (Thiamine), Vitamin B12 (Cyanocobalamin, Mecobalamin), Vitamin B2 (Riboflavin), Acid Pantothenic (Vitamin B5), Vitamin B6 (Pyridoxine hydrochloride), Vitamin C (Acid Ascorbic), Vitamin E (Alpha Tocopherol), Kẽm Oxyd (Zinc Oxide), L-Carnitine (Levocarnitine tartrate), Lactoferrin",hộp,112,true
Bảo Xuân skin Collagen Yến,MED-00446,https://trungtamthuoc.com/images/products/130x130/bao-xuan-skin-collagen-yen-1-j3620.jpg,296629,Dung dịch uống,"Acid Alpha Lipoic (ALA; Acid Thioctic), Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, L-Glutathione, Vitamin C (Acid Ascorbic), Zinc Gluconate (Kẽm Gluconat)",hộp,129,true
Collagen Jushido,MED-00447,https://trungtamthuoc.com/images/products/130x130/collagen-jushido-1-a0010.jpg,244843,Viên nang,"Acid Alpha Lipoic (ALA; Acid Thioctic), Collagen, Glutathione",hộp,171,true
Vitamin E Bidiphar,MED-00448,https://trungtamthuoc.com/images/products/130x130/vitamin-e-bidiphar-10-l4218.jpg,126958,Viên nang mềm,Vitamin E (Alpha Tocopherol),hộp,141,true
Soremax Nature,MED-00449,https://trungtamthuoc.com/images/products/130x130/soremax-nature-1-e1203.jpg,136180,Kem bôi da,Nano Bạc,hộp,58,true
Collagen Happy Life,MED-00450,https://trungtamthuoc.com/images/products/130x130/collagen-happy-life-4-i3888.jpg,126887,Viên nang,"Collagen, Glutathione, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Acid Pantothenic (Vitamin B5), Vitamin E (Alpha Tocopherol), Zinc Gluconate (Kẽm Gluconat), L-Cystine",hộp,110,true
Oriana White Skin,MED-00451,https://trungtamthuoc.com/images/products/130x130/oriana-white-skin-1-o6854.jpg,133119,Viên nang mềm,"Collagen, Glutathione, Nano Curcumin, Nicotinamide (Niacin, Vitamin B3, Vitamin PP), Vitamin B2 (Riboflavin), Acid Pantothenic (Vitamin B5), Vitamin E (Alpha Tocopherol), L-Cystine, Astaxanthin, Acid hyaluronic",hộp,177,true
Viên uống Collagen Sáng Đẹp Da Hoa Viên Gold,MED-00452,https://trungtamthuoc.com/images/products/130x130/collagen-sang-dep-da-hoa-vien-gold-5-r7532.jpg,264154,Viên,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, L-Glutathione, Vitamin E (Alpha Tocopherol), Kẽm Oxyd (Zinc Oxide), L-Cystine, Astaxanthin",hộp,85,true
Vitamin E 600 Thiên An,MED-00453,https://trungtamthuoc.com/images/products/130x130/vitamin-e-600-thien-an-1-e1121.jpg,227006,Viên nang mềm,"Coenzym Q10 (Ubidecarenone), Retinol (Vitamin A), Vitamin D3 (Cholecalciferol, Calcitriol), Vitamin E (Alpha Tocopherol)",hộp,42,true
Maxxmucin 2%,MED-00454,https://trungtamthuoc.com/images/products/130x130/thuoc-maxxmucin-2-t7424.jpg,274085,Thuốc mỡ,Mupirocin,hộp,94,true
Biotin Collagen 30 Plus White (Hộp 20 ống x 10ml),MED-00455,https://trungtamthuoc.com/images/products/130x130/biotin-collagen-30-plus-white-1-q6580.jpg,131045,Dung dịch,"Biotin (Vitamin H, Vitamin B7, Vitamin B8), Collagen, Glutathione, Acid hyaluronic",hộp,119,true
